,UUID,PLAYER,BIRTH_DATE,POS,EXPERIENCE,HEIGHT,WEIGHT,NATIONALITY,COLLEGE
913,629f83b5-4a8a-4b4e-a054-c0a3bf08e402,Dexter Shouse,1963-03-24,PG,R,6-2,200,US,University of South Alabama
914,8a865053-7db4-4a39-991a-d303334bfe6d,Deyonta Davis,1996-12-02,C,2,6-11,237,US,Michigan State
915,a46982ef-0c45-41c3-b407-019568735e9c,Diamond Stone,1997-02-10,C,R,6-11,255,US,Maryland
916,17819f83-43e2-43a1-9296-ed3196029fc4,Diante Garrett,1988-11-03,PG,1,6-4,190,US,Iowa State
917,e03ae035-52a7-455f-8bf5-91f5fab1d999,Dick Gibbs,1948-12-20,SF,4,6-5,210,US,Texas-El Paso
918,86706433-ff4e-4d52-9d09-3c6ecdd35793,Dick Miller,1958-04-26,SF,R,6-6,215,US,Toledo
919,768a6b3d-aea5-41ff-a63e-10575b067e12,Dick Snyder,1944-02-01,SG,12,6-5,207,US,Davidson
920,f566bfaf-450b-498b-a704-1855ce44a01b,Dick Van Arsdale,1943-02-22,SG,11,6-5,210,US,Indiana
921,a9f7579d-cba8-4a58-856c-aa2868abdb9e,Dickey Simpkins,1972-04-06,PF,6,6-9,248,US,Providence
922,a8bfe2d9-57a0-4bb1-9a34-e6a00ccc0996,Didi Louzada,1999-02-07,SF,R,6-5,188,BR,
923,dd0f6d90-ea91-4e9c-8498-98ffc1bbb5ba,Dijon Thompson,1983-02-23,SF,1,6-7,195,US,UCLA
924,2ed864f8-883e-451a-b12d-4559a2fde572,Dikembe Mutombo,1966-06-25,C,17,7-2,245,CD,Georgetown
925,36fa5d34-f337-4e71-a0e3-ad45b6fd7ace,Dillon Brooks,1996-01-22,SF,3,6-7,225,CA,Oregon
926,44c4e974-4e6a-4df7-b43b-76e50c7f2239,Dino Radja,1967-04-24,C,3,6-11,225,HR,
927,69f93881-71e9-4993-bb0a-71ddfe1f2cc0,Dion Glover,1978-10-22,SG,5,6-5,228,US,Georgia Tech
928,2f7ba596-1d56-43ce-801c-07ee970b2ab4,Dion Waiters,1991-12-10,SG,7,6-3,215,US,Syracuse
929,b901b002-42e1-473a-b48c-d61ef473dfd7,Dionte Christmas,1986-09-15,SF,R,6-5,205,US,Temple
930,be04ecd5-88e1-4a0f-a5ff-1f8bad7b05df,Dirk Minniefield,1961-01-17,PG,2,6-3,180,US,Kentucky
931,bca3cbf7-ec46-4bbe-90c0-696b5d92c8f6,Dirk Nowitzki,1978-06-19,PF,20,7-0,245,DE,
932,990320d4-1a46-44cf-8bcf-0ec17a669a6a,Doc Rivers,1961-10-13,PG,12,6-4,185,US,Marquette
933,4045bf26-00a1-4414-8c45-28d5688a08ff,Domantas Sabonis,1996-05-03,PF,4,6-11,240,US,Gonzaga
934,fd33e97f-31ae-4cca-8fcb-2e21c282bc20,Dominic McGuire,1985-10-20,SF,5,6-9,220,US,"California, Fresno State"
935,6a68abf9-c21c-48e1-8ff7-b0c666b6a356,Dominic Pressley,1964-05-30,PG,R,6-2,170,US,Boston College
936,c3ff4398-db0f-48bb-81be-3bca9cbc8880,Dominique Jones,1988-10-15,PG,2,6-4,215,US,South Florida
937,f10f9cb0-51b4-4c81-913a-ed7d49575f03,Dominique Wilkins,1960-01-12,SF,14,6-8,215,FR,Georgia
938,bc5e579d-52af-48ba-8430-4f3416b60428,Don Adams,1947-11-27,SF,6,6-6,210,US,Northwestern
939,a1629a9b-a4c1-4055-a13c-a4a081878dd0,Don Buse,1950-08-10,PG,12,6-4,190,US,University of Evansville
940,45788772-eed5-4938-a314-56e9fc3c51ed,Don Chaney,1946-03-22,SG,11,6-5,210,US,Houston
941,13956231-5a43-493e-82f7-3ecbbd1ac045,Don Collins,1958-11-28,SF,5,6-6,190,US,Washington State
942,93fa5d93-b46b-4651-bf17-84275966e190,Don Ford,1952-12-31,SF,6,6-9,215,US,"New Mexico, UC Santa Barbara"
943,25b1649d-398a-4c1b-ab9f-e9d6428a7b2f,Don MacLean,1970-01-16,SF,8,6-10,235,US,UCLA
944,36123cc3-01b4-4641-8ad8-64e256699e8d,Don Nelson,1940-05-15,SF,13,6-6,210,US,Iowa
945,5579174c-5e7b-46da-bbf4-e44019efb9e6,Don Reid,1973-12-30,PF,7,6-8,250,US,Georgetown
946,656d2a9b-fd59-4dbe-b43e-a3a86d178046,Donald Hodge,1969-02-25,C,4,7-0,230,US,Temple
947,0b0ee997-678a-41b4-9931-be7858e1542d,Donald Royal,1966-05-22,SF,7,6-8,210,US,Notre Dame
948,554e2733-c9c0-44cc-a3ce-1f607f326475,Donald Sloan,1988-01-15,PG,4,6-3,205,US,Texas A&M
949,db5cc08c-4d8e-4a23-906e-7d90fbd795c8,Donald Whiteside,1969-04-25,PG,1,5-10,160,US,Northern Illinois
950,a076e106-d0ff-4761-b77e-0445931bcd80,Donatas Motiejūnas,1990-09-20,PF,5,7-0,222,LT,
951,70ce73b1-1be4-466d-a4c3-18aa883fc339,Donell Taylor,1982-07-26,SG,1,6-6,180,US,"Okaloosa-Walton Community College, UAB"
952,ed6fcc24-9742-4e41-8bb3-876df4db0b89,Donnell Harvey,1980-08-26,PF,4,6-8,220,US,Florida
953,c02f7c1f-8943-4d74-9998-8356ec5aa6ef,Donnie Boyce,1973-09-02,SG,1,6-5,196,US,Colorado
954,9b6e5988-f9a5-4991-a9f2-d78bb60b9e86,Donnie Freeman,1944-07-18,SG,8,6-3,185,US,Illinois
955,e8176012-135f-4078-bdca-14b5bca4a438,Donny Marshall,1972-07-17,SF,4,6-7,230,US,UConn
956,b647745a-7e54-4899-9160-2ba33a855943,Donovan Mitchell,1996-09-07,PG,3,6-1,215,US,Louisville
957,b6b3ab09-e558-4659-83d4-74e5f6c6eccc,Donta Hall,1997-08-07,PF,1,6-9,232,US,Alabama
958,dc5d08d2-7b63-4dfc-ad6b-cf1001fdac8e,Donta Smith,1983-11-27,SG,1,6-7,215,US,Southeastern Illinois College
959,547acd8a-2bf8-4ccb-b160-c1c1750f0969,Dontae' Jones,1975-06-02,SF,R,6-8,220,US,"Northeast Mississippi Community College, Mississippi State"
960,9953018f-3e6b-4dca-bd19-b736659cb568,Donte DiVincenzo,1997-01-31,SG,2,6-4,203,US,Villanova
961,b2b75679-0c46-461a-8886-45aa1bc1fe26,Donte Grantham,1995-03-19,SF,R,6-8,215,US,Clemson
962,81d1dd22-0eca-48fd-a390-3e52795ec03b,Dontell Jefferson,1983-12-15,SG,R,6-5,195,US,Arkansas
963,75c0be92-e066-4a50-982c-861d8fe06efd,Dontonio Wingfield,1974-06-23,SF,3,6-8,256,US,Cincinnati
964,8daf2a5e-3122-4bd2-8107-91a3ae73ca60,Donté Greene,1988-02-21,PF,3,6-11,226,DE,Syracuse
965,c35fa08d-8efe-4adf-ad72-1b8f71c9da7c,Donyell Marshall,1973-05-18,PF,14,6-9,218,US,UConn
966,7caa3669-411b-4333-a3ff-41200d1a4c60,Dorell Wright,1985-12-02,SF,11,6-9,205,US,
967,479abe59-2b75-4bb5-9d56-e5b51fe41eae,Dorian Finney-Smith,1993-05-04,PF,4,6-7,220,US,Florida
968,b2244231-e139-4cec-9f29-597c385b0cc3,Doron Lamb,1991-11-06,SG,1,6-4,210,US,Kentucky
969,1c56b040-9cee-498c-95ad-005c6f901b9e,Doug Christie,1970-05-09,SG,14,6-6,200,US,Pepperdine
970,3d93112e-2f3a-4f0b-88b3-e4c60c93d9ea,Doug Collins,1951-07-28,SG,7,6-6,180,US,Illinois State
971,45ec818d-db5a-4777-891b-0db86efb3e44,Doug Edwards,1971-01-21,PF,2,6-7,220,US,Florida State
972,3ec16d8e-38b1-4539-9dbe-adf4f50d83bc,Doug Lee,1964-10-24,SG,2,6-5,200,US,"Texas A&M, Purdue"
973,b0b17f86-9821-4175-9730-9ec63d039c65,Doug McDermott,1992-01-03,PF,6,6-7,225,US,Creighton
974,d436c2fa-eaef-4ea3-a2d7-7e4053021628,Doug Overton,1969-08-03,PG,10,6-3,190,US,La Salle
975,a1d5e1d0-f8f1-43a3-acab-feb14db50c87,Doug Smith,1969-09-17,PF,4,6-10,220,US,Missouri
976,faa9ee54-8d11-4282-a091-734e81ebf17d,Doug West,1967-05-27,SG,11,6-6,200,US,Villanova
977,a44663dd-1049-4d4d-8872-9da461dd9762,Dragan Bender,1997-11-17,C,3,7-0,225,BA,
978,08cabac1-b8da-455a-9d9f-30b4ba33bdc6,Dragan Tarlać,1973-05-09,C,R,6-10,260,RS,
979,67a48c96-340e-435f-941b-2d525a2a3225,Draymond Green,1990-03-04,PF,8,6-6,230,US,Michigan State
980,05b8a36b-be69-4ed9-85d9-758202e65acd,Dražen Petrović,1964-10-22,SG,3,6-5,195,HR,
981,87959c1b-f4a4-4394-b64e-22d36049bf0d,Drew Barry,1973-02-17,PG,2,6-5,191,US,Georgia Tech
982,3285ea57-7525-4ce5-8acb-e97713282431,Drew Eubanks,1997-02-01,C,2,6-9,245,US,Oregon State
983,46dd9f8f-2901-4e4a-a33a-0b62d010cf52,Drew Gooden,1981-09-24,PF,13,6-10,250,US,Kansas
984,376378a3-7723-419a-bc8a-e810b7be8c3e,Drew Gordon,1990-07-12,PF,R,6-9,245,US,"UCLA, New Mexico"
985,6469fb6a-1825-412c-b63b-8118b79f99cf,Duane Causwell,1968-05-31,C,10,7-0,240,US,Temple
986,37b65951-93f4-475e-9621-d7c270237e79,Duane Cooper,1969-06-25,PG,1,6-1,185,US,USC
987,1557827d-ce7b-4c4b-be40-7f2180b0c017,Duane Ferrell,1965-02-28,SF,10,6-7,209,US,Georgia Tech
988,b7c494cd-cf0b-4919-9b6c-136ccf735ce8,Duane Washington,1964-08-31,SG,1,6-4,195,DE,Middle Tennessee
989,5bef9ffe-3a51-416c-9699-4fe6f1391d30,Duck Williams,1956-08-02,PG,R,6-2,180,US,Notre Dame
990,5a9007cd-bb11-4a76-a50d-03bbd3cf3be8,Dudley Bradley,1957-03-19,SG,8,6-6,195,US,UNC
991,4be5e39d-8649-4be0-976f-8e4637e13aca,Duje Dukan,1991-12-04,SF,R,6-9,220,HR,Wisconsin
992,de752926-eafc-4b02-886d-b991a9f69d1e,Duncan Robinson,1994-04-22,SF,2,6-7,215,US,"Williams, Michigan"
993,8e414ebf-7296-4ee6-aa8e-cd55e1f5c3ba,Dusty Hannahs,1993-09-02,SG,1,6-3,210,US,"Texas Tech, Arkansas"
994,9af0a832-915b-4f5e-94c6-23fa1b8c3a94,Dwayne Bacon,1995-08-30,SG,3,6-6,221,US,Florida State
995,71a36123-82d5-44af-af27-2da4b4adb682,Dwayne Jones,1983-06-09,PF,5,6-11,250,US,Saint Joseph's
996,1c8fd0eb-f76b-47e6-b26d-4131c95f18a1,Dwayne McClain,1963-02-07,SF,R,6-6,185,US,Villanova
997,8f89326c-559b-4942-b921-766487e1150e,Dwayne Morton,1971-08-08,PG,R,6-7,195,US,Louisville
998,93382d14-e042-4eb2-b99a-748265565a1f,Dwayne Polee,1963-03-02,SG,R,6-5,180,US,"UNLV, Pepperdine"
999,deab6d6c-9d7f-4cb5-8425-ba4dcba49e9a,Dwayne Schintzius,1968-10-14,C,7,7-1,260,US,Florida
1000,63b456e3-772a-4b45-b6a4-f215bdf7c2a0,Dwayne Whitfield,1972-08-21,PF,R,6-9,240,US,Jackson State University
1001,43fd9581-ce89-4139-a046-e3fcdfe16af0,Dwight Anderson,1960-12-28,PG,R,6-3,185,US,"Kentucky, USC"
1002,b8497420-ff40-4e3d-b68b-fda12cee5063,Dwight Buycks,1989-03-06,PG,2,6-3,190,US,Marquette
1003,4c4f288a-dea3-4121-8776-61a612038f16,Dwight Davis,1949-10-28,PF,4,6-8,220,US,Houston
1004,85af79f7-119a-4e7c-a5a2-13c0da306628,Dwight Howard,1985-12-08,C,16,6-10,265,US,
1005,a25697f6-f8c6-4341-93e3-c80f10d07b9d,Dwight Jones,1952-02-27,PF,9,6-10,210,US,Houston
1006,17c0e9db-bde8-4788-a848-306655547005,Dwight Powell,1991-07-20,C,6,6-10,240,CA,Stanford
1007,ed817827-0e23-4135-bc06-f531c64137f6,Dwyane Wade,1982-01-17,SG,15,6-4,220,US,Marquette
1008,bad76267-78bc-4274-8591-dd456af0d525,Dylan Windler,1996-09-22,SF,R,6-6,196,US,Belmont
1009,bf1f46b4-dc8a-40d9-b7c5-d1f1bab8a9ff,Dyron Nix,1967-02-11,SF,R,6-7,210,US,Tennessee
1010,f0ed48ed-26d3-40fe-bd05-8b0d3aea4ef6,Dāvis Bertāns,1992-11-12,PF,4,6-10,225,LV,
1011,927b2f79-bcf2-4c6b-864a-ab112c64b229,Džanan Musa,1999-05-08,SF,1,6-9,217,BA,
1012,6ccaaaca-3f69-463f-b682-4b02a08fa8b5,E'Twaun Moore,1989-02-25,SG,9,6-3,191,US,Purdue
1013,2593dc0c-bd51-4e88-aa08-92210f2675e6,E.C. Coleman,1950-09-25,PF,5,6-8,225,US,Houston Baptist University
1014,59ae9e2b-6872-4811-b08b-b436ca1d70af,Earl Barron,1981-08-14,C,7,7-0,250,US,Memphis
1015,2cace9e3-b52a-4e9b-9802-ad52ad6b1f83,Earl Boykins,1976-06-02,PG,12,5-5,135,US,Eastern Michigan
1016,0d895ba1-3492-44e5-bc19-9471a59511c4,Earl Clark,1988-01-17,PF,5,6-10,225,US,Louisville
1017,00189a65-ef6f-4e5a-9273-eb1ac33fa9d2,Earl Cureton,1957-09-03,PF,11,6-9,210,US,"Robert Morris University (PA), Detroit Mercy"
1018,04145ca3-2c5e-4ee2-b020-866cccd5f4fd,Earl Evans,1955-11-11,PF,R,6-8,202,US,"USC, UNLV"
1019,8d1010d5-eb3a-45d1-b23e-1ed677e40e04,Earl Jones,1961-01-13,C,1,7-0,210,US,University of the District of Columbia
1020,d6c56385-45b3-463b-ab25-1589507659be,Earl Monroe,1944-11-21,SG,12,6-3,185,US,Winston-Salem State
1021,65c6ba12-7aed-4af7-96e8-801b46e1790f,Earl Tatum,1953-07-26,SG,3,6-5,185,US,Marquette
1022,c6833e94-f53a-4ee4-9557-5b474e6d8890,Earl Watson,1979-06-12,PG,12,6-1,195,US,UCLA
1023,b90b7d54-c362-415a-97b9-30f799ea0ec7,Earl Williams,1951-03-24,C,3,6-7,230,US,Winston-Salem State
1024,3a5949f0-e528-4f02-b314-a7b9f421939f,Ed Davis,1989-06-05,C,10,6-9,218,US,UNC
1025,352ac071-7181-4660-a451-6c57f9d19f9d,Ed Gray,1975-09-27,SG,1,6-3,210,US,"Tennessee, California"
1026,57dfd43f-5494-44d6-85b1-d1713adb5c1e,Ed Nealy,1960-02-19,PF,9,6-7,238,US,Kansas State
1027,41ae93af-fe69-48a1-b29d-599c9ea0abfd,Ed O'Bannon,1972-08-14,SF,1,6-8,222,US,UCLA
1028,9d373c22-e542-43f6-865d-c61108bb0ed4,Ed Pinckney,1963-03-27,PF,11,6-9,195,US,Villanova
1029,c51c5ee8-8d63-4b44-b6b3-028b0d406501,Ed Rains,1956-12-24,SF,1,6-7,190,US,University of South Alabama
1030,ee0a59e9-6150-4d2a-954f-f4ce3dc54c1f,Ed Ratleff,1950-03-29,SF,4,6-6,195,US,Cal State Long Beach
1031,c6012b6a-e9f9-4849-a308-0695dfdfd8d8,Ed Searcy,1952-04-17,SF,R,6-6,210,US,St. John's
1032,ddf2c3c8-1ae3-47a6-a779-f64787466eae,Ed Sherod,1959-09-13,PG,1,6-2,170,US,VCU
1033,10b11996-35c9-440c-8da2-df94dbc8bd55,Ed Stokes,1971-09-03,C,R,7-0,264,US,Arizona
1034,ca272c4b-abc5-4b2d-a113-35d1d887ffe8,Eddie Basden,1983-02-15,SF,R,6-5,215,US,UNC Charlotte
1035,a1477a18-7f55-491d-9e5c-6c26deccf494,Eddie Gill,1978-08-16,PG,6,6-0,190,US,Weber State
1036,1b7684ab-a6d1-4b03-bc7f-bd278475f0cc,Eddie Griffin,1982-05-30,PF,4,6-10,220,US,Seton Hall
1037,16824d51-3125-4955-a04f-c0debfa64d66,Eddie House,1978-05-14,SG,10,6-1,180,US,Arizona State
1038,10c6b00f-d1f2-4747-a72d-0fe14723e6d1,Eddie Hughes,1960-05-26,PG,2,5-10,165,US,Colorado State
1039,4a226093-4ea7-412f-9088-25c0b6cabc27,Eddie Johnson,1955-02-24,SG,9,6-2,180,US,Auburn
1040,b7b85003-e57e-4400-96d7-f50c08e3be0e,Eddie Johnson,1959-05-01,SF,16,6-7,215,US,Illinois
1041,821bdee7-d147-410c-95f8-34f6821417d8,Eddie Jones,1971-10-20,SG,13,6-6,190,US,Temple
1042,2f66e65c-1616-4a9e-94e5-3e7dfe48080e,Eddie Jordan,1955-01-29,PG,6,6-1,170,US,Rutgers University
1043,5c03666a-2a84-48f8-96ce-1558d691789a,Eddie Lee Wilkins,1962-05-07,PF,5,6-10,220,US,Gardner-Webb University
1044,8e997116-0423-4e5e-b66a-c99fb40d6b44,Eddie Owens,1953-12-26,SF,R,6-7,210,,UNLV
1045,62dddab8-a9c1-40e6-96f2-f0e1301b23b8,Eddie Phillips,1961-09-29,SF,R,6-7,225,US,Alabama
1046,094fde49-9a25-4720-9082-10a57f31c0bd,Eddie Robinson,1976-04-19,SF,4,6-8,210,US,University of Central Oklahoma
1047,b2286397-2030-4cf4-8073-784725678c33,Eddy Curry,1982-12-05,C,10,7-0,295,US,
1048,14a669f5-4fa2-4503-9a8e-803394ca2287,Edgar Jones,1956-06-17,PF,5,6-10,225,US,Nevada
1049,5826be9b-a647-49aa-a035-9ed1f75a9312,Edmond Sumner,1995-12-31,SG,3,6-4,196,US,Xavier
1050,2bce87b9-1853-4b88-8f2d-475f125372bc,Edmund Lawrence,1952-12-08,C,R,7-0,228,US,McNeese State University
1051,15217510-4311-4b7c-b780-af1013934486,Eduardo Nájera,1976-07-11,PF,11,6-8,240,MX,Oklahoma
1052,532938de-44c3-4f04-aa00-7dc0e384c238,Edwin Ubiles,1986-11-26,SF,R,6-6,204,US,Siena College
1053,4e2f5f88-1d7c-4353-b0d9-cc9b4da40edd,Edy Tavares,1992-03-22,C,1,7-3,260,CV,
1054,13480832-8405-4dc5-b74f-91bc85f30e0e,Efthimios Rentzias,1976-01-11,C,R,6-11,250,GR,
1055,94470b54-3f14-4d18-94b0-57f050732bd6,Ekpe Udoh,1987-05-20,C,6,6-10,245,US,"Michigan, Baylor"
1056,8d8c0f6a-8bcc-4923-ad5a-92da30ca18bd,Elden Campbell,1968-07-23,C,14,6-11,215,US,Clemson
1057,84db4ac2-672b-49e0-8fc9-cfee34f3ceee,Eldridge Recasner,1967-12-14,PG,7,6-3,190,US,Washington
1058,8c792ae2-307b-4480-9142-9eea20e741d5,Elfrid Payton,1994-02-22,PG,6,6-3,195,US,Louisiana
1059,ceec5a24-0274-48a0-addc-6ad8e8617600,Elias Harris,1989-07-06,SF,R,6-8,239,DE,Gonzaga
1060,a6b7ebe8-d542-43a4-bf4d-536b04a7539d,Elie Okobo,1997-10-23,PG,1,6-3,190,FR,
1061,ccfaa7d6-efac-4762-89de-918f9e27fe80,Elijah Bryant,1995-04-19,SG,R,6-5,210,US,"Elon University, BYU"
1062,05626934-9601-4b0f-a35a-55bf1a7cd388,Elijah Hughes,1998-03-10,SF,R,6-5,215,US,"Syracuse, East Carolina University"
1063,9ec2001a-c0ce-4b6e-bae2-20ce2b810672,Elijah Millsap,1987-08-12,SG,2,6-6,225,US,"Louisiana, UAB"
1064,c6b1c71b-0793-4aab-b211-f7daca2fb444,Elliot Perry,1969-03-28,PG,9,6-0,150,US,Memphis
1065,041dbe1c-e3ac-46ba-af0b-1d59c4d17b93,Elliot Williams,1989-06-20,PG,3,6-5,190,US,"Duke, Memphis"
1066,cb479432-380c-4c9f-9557-fab0ff676333,Elmer Bennett,1970-02-13,PG,2,6-0,170,US,Notre Dame
1067,a58ae740-f741-41c5-9dff-9204ed8ec32b,Elmore Smith,1949-05-09,C,7,7-0,250,US,Kentucky State University
1068,0a77584e-e24c-48de-9d9e-8af45d1fcd3e,Elmore Spencer,1969-12-06,C,4,7-0,270,US,"Georgia, UNLV"
1069,24a5ba3d-3d9d-49ae-9ab2-2a7e92e07857,Elston Turner,1959-06-10,SF,7,6-5,190,US,Ole Miss
1070,193132c7-5681-493b-8471-3abe652fb98d,Elton Brand,1979-03-11,C,16,6-8,275,US,Duke
1071,428239c5-3f33-475f-b0eb-3c446f42f803,Elvin Hayes,1945-11-17,PF,15,6-9,235,US,Houston
1072,4d3d97d1-1aa1-497f-9a6f-a70612cc0f96,Emanual Davis,1968-08-27,SG,5,6-4,195,US,Delaware State University
1073,cba8a4f8-8f7a-4141-b6bd-b67c621770ce,Emanuel Terry,1996-08-21,PF,R,6-9,220,US,Lincoln Memorial
1074,29777dda-ee6b-42dc-b75d-d58ac7f2cb8d,Emeka Okafor,1982-09-28,C,9,6-10,252,US,UConn
1075,c77bb106-085f-44ed-9369-46b8d9128670,Emmanuel Mudiay,1996-03-05,PG,4,6-3,200,CD,
1076,ec42a5ec-3e67-448d-95e8-a16d9a7ae5f7,Enes Freedom,1992-05-20,C,9,6-10,250,CH,
1077,7f2746ae-34a7-4031-b641-ce4f51a88685,Ennis Whatley,1962-08-11,PG,9,6-3,177,US,Alabama
1078,b311ed78-693a-4600-85e0-fea9d7ad3037,Eric Anderson,1970-05-26,PF,1,6-9,220,US,Indiana
1079,5eafc06e-338e-4387-be43-d595563c6c78,Eric Bledsoe,1989-12-09,SG,10,6-1,214,US,Kentucky
1080,c5dba07a-84da-41c9-a582-0f3a88aecde3,Eric Dawson,1984-07-07,C,R,6-9,250,US,Midwestern State University
1081,a3fe195f-b332-4fe0-91ae-f3366d31f181,Eric Fernsten,1953-11-01,PF,5,6-10,205,US,San Francisco
1082,e608ab02-9d88-4f2c-a6d2-31e7c80a7b2f,Eric Gordon,1988-12-25,SG,12,6-3,215,US,Indiana
1083,c35fd205-b938-44b5-b6d6-91e90033c90b,Eric Johnson,1966-02-07,PG,R,6-2,205,US,"Baylor, Nebraska"
1084,c16a9708-5beb-4136-bdf2-092c02f9283d,Eric Leckner,1966-05-27,C,7,6-11,265,US,Wyoming
1085,5d09354b-bec9-4ab7-b191-56b7ea202552,Eric Maynor,1987-06-11,PG,4,6-3,175,US,VCU
1086,aa640016-0302-4390-b7e9-b12666f93dea,Eric Mika,1995-01-05,C,R,6-10,230,US,BYU
1087,cc169c67-0aac-413a-9c06-b6a3e084b48b,Eric Mobley,1970-02-01,C,2,6-11,235,US,Pitt
1088,74e215bc-0208-4000-97d0-9e78192a5935,Eric Money,1955-02-06,PG,5,6-0,170,US,Arizona
1089,8d92de36-74e9-482e-9ea2-7e78b4dc86f7,Eric Montross,1971-09-23,C,7,7-0,270,US,UNC
1090,a52830c2-007c-42a4-a81f-29c729cdb520,Eric Moreland,1991-12-24,PF,3,6-10,238,US,Oregon State
1091,61990de8-985e-4226-bd51-5b0bb207f95e,Eric Murdock,1968-06-14,PG,8,6-1,190,US,Providence
1092,cece5b67-d274-4db6-b32f-85d53526cbce,Eric Paschall,1996-11-04,PF,1,6-6,255,US,"Fordham, Villanova"
1093,3aeefa2f-ac50-4b8e-8402-c373e1c4e0d7,Eric Piatkowski,1970-09-30,SF,13,6-7,215,US,Nebraska
1094,3def0842-c0ff-442c-87a6-ec6b87ef2f44,Eric Riley,1970-06-02,C,4,7-0,245,US,Michigan
1095,6d3ffc7d-71ab-4acb-9872-ebbe4655ed7b,Eric Snow,1973-04-24,PG,12,6-3,190,US,Michigan State
1096,c19c15b7-d4be-4f4c-83fe-700cb01fe213,Eric Washington,1974-03-23,SG,1,6-4,190,US,Alabama
1097,ded05e88-cae4-430c-8e14-6ca578c6d89a,Eric White,1965-12-30,SF,1,6-8,200,US,Pepperdine
1098,e166e4ab-d6e0-4fd0-a822-1bfe3f9d86e0,Eric Williams,1972-07-17,SF,11,6-8,220,US,"Vincennes University, Providence"
1099,c34d0418-0475-4990-82cb-350765a264bc,Erick Barkley,1978-02-21,PG,1,6-1,177,US,St. John's
1100,805e6eb5-167c-4f9b-96a3-91a86d96a5a0,Erick Dampier,1975-07-14,C,15,6-11,265,US,Mississippi State
1101,32f34081-cae3-4c35-9323-49e5bb8853a0,Erick Green,1991-05-09,PG,1,6-4,185,US,Virginia Tech
1102,621b0af5-8ef6-4595-abf7-2cbf564bf9ff,Erick Strickland,1973-11-25,SG,8,6-3,210,US,Nebraska
1103,5e0dde8c-a117-477b-b7c4-4b2d4c5974c2,Erik Daniels,1982-04-01,SF,R,6-8,214,US,Kentucky
1104,7509f625-8b03-4423-ad37-02cd8588e5b6,Erik McCree,1993-12-20,SF,R,6-7,219,US,Louisiana Tech
1105,fff1ac9f-2101-4082-86da-202d768a86a4,Erik Murphy,1990-10-26,C,R,6-10,230,FR,Florida
1106,6d271590-4f5d-4c51-8b6b-dfa2d722cfa5,Ernest Brown,1979-05-17,C,R,7-0,244,US,Indian Hills Community College
1107,b0a4438c-cec9-4f1c-8deb-8509f365b8c7,Ernie DiGregorio,1951-01-15,PG,4,6-0,180,US,Providence
1108,c4929916-120b-4eda-a791-5bc2667db9c7,Ernie Grunfeld,1955-04-24,SF,8,6-6,210,RO,Tennessee
1109,75531093-61d3-41ca-85e0-4d796f61af9f,Ersan İlyasova,1987-05-15,PF,12,6-9,235,TR,
1110,50fb9c6b-a0da-4b8e-9250-79e2e6104429,Ervin Johnson,1967-12-21,C,12,6-11,245,US,New Orleans
1111,e01ce454-8266-484c-8265-5bfbc281995d,Essie Hollis,1955-05-16,SF,R,6-6,195,US,St. Bonaventure
1112,b946a0d8-759e-460e-a39b-56e39189c13f,Esteban Batista,1983-09-02,PF,1,6-10,270,UY,
1113,fa29aaf9-7867-4b91-b503-1aa4f8d32d3c,Etan Thomas,1978-04-01,C,8,6-9,256,US,Syracuse
1114,3a54181a-0d69-4843-8ebd-27b09cdb067c,Etdrick Bohannon,1973-05-29,PF,3,6-9,220,US,"Arizona, Tennessee, Auburn University at Montgomery"
1115,cda956d7-c13f-463b-8f45-e84bac7fe6b1,Eugene Jeter,1983-12-02,PG,R,5-11,175,US,University of Portland
1116,01825ed5-8c68-47c7-9681-841f561e4514,Evan Eschmeyer,1975-05-30,C,3,6-11,255,US,Northwestern
1117,1fcaa510-378f-49dc-a9fd-d2c11a9f4dea,Evan Fournier,1992-10-29,SF,8,6-7,205,FR,
1118,7c58a384-cbb6-4f54-aa9d-7111c8f3ae09,Evan Turner,1988-10-27,SG,9,6-6,220,US,Ohio State
1119,e3016da8-d4ac-43ca-a7ab-68f1c9a6b02f,Everette Stephens,1966-10-21,PG,1,6-2,175,US,Purdue
1120,a7a817a2-7823-4fc3-a0d7-b2a29dc2cc48,Evers Burns,1971-08-24,PF,R,6-8,260,US,Maryland
1121,1d64ee85-19ed-4532-b0fa-00277995666d,Evric Gray,1969-12-13,SF,R,6-7,235,US,UNLV
1122,42fa653c-a832-4c94-9a45-a8f1b87fbdfa,Fab Melo,1990-06-20,C,R,7-0,255,BR,Syracuse
1123,06281486-12d5-428e-88e6-bc458cbfa4b5,Fabricio Oberto,1975-03-21,C,5,6-10,245,AR,
1124,8abd124f-1f24-47b3-a64c-b0c7980747eb,Facundo Campazzo,1991-03-23,PG,R,5-10,195,AR,
1125,716d6432-f17a-4e2d-bedd-c56b0f0787a9,Fat Lever,1960-08-18,PG,10,6-3,170,US,Arizona State
1126,a54b879e-1fdb-4301-adb7-cac2112e7d0c,Fatty Taylor,1946-03-13,PG,7,6-0,175,US,La Salle
1127,42b9bae1-bfdb-4901-ad0f-295fa3d821bf,Felipe López,1974-12-19,SG,3,6-5,199,DO,St. John's
1128,89bc262d-0a09-48ae-a517-6f6a580132a7,Felton Spencer,1968-01-15,C,11,7-0,265,US,Louisville
