,UUID,PLAYER,BIRTH_DATE,POS,EXPERIENCE,HEIGHT,WEIGHT,NATIONALITY,COLLEGE
2713,4efff743-9a9a-4f2e-9e98-254ce6e2a121,Rawle Marshall,1982-02-20,SG,1,6-9,190,GY,"Ball State University, Oakland"
2714,4501d147-de5a-45b8-a898-98a120aff190,Ray Allen,1975-07-20,SG,17,6-5,205,US,UConn
2715,010336e8-68ff-42cc-baab-cdaee139cad9,Ray Blume,1958-09-23,SG,R,6-4,185,US,Oregon State
2716,cab364c4-20e0-4bd1-9537-ec118a5e491a,Ray Epps,1956-08-20,SF,R,6-6,195,US,Norfolk State
2717,638b934b-2522-41c6-8d8b-ac5f02f21437,Ray McCallum,1991-06-12,PG,2,6-3,190,US,Detroit Mercy
2718,96001e74-8d0d-4130-ba50-1e7915f80f28,Ray Owes,1972-12-11,PF,R,6-9,224,US,Arizona
2719,1ed13608-7412-404e-b76f-d9a8ea5a23ba,Ray Spalding,1997-03-11,C,1,6-10,215,US,Louisville
2720,1153ed90-5b6a-42c4-92bb-8e640b4b69cb,Ray Tolbert,1958-09-10,PF,4,6-9,225,US,Indiana
2721,0426c995-81ef-4225-b243-974ecf44ae15,Ray Williams,1954-10-14,PG,9,6-3,188,US,Minnesota
2722,cb81ac66-d0de-479a-a128-bd841a7fba90,Rayjon Tucker,1997-09-24,PG,1,6-3,209,US,"Florida Gulf Coast, Little Rock"
2723,481e5187-8292-4f40-8f80-f2faa9749f24,Raymond Brown,1965-07-05,PF,R,6-8,220,US,"Mississippi State, Idaho"
2724,3b884ee3-e6d0-4411-b35b-3e6617ce8daa,Raymond Felton,1984-06-26,PG,13,6-1,205,US,UNC
2725,07f3c39b-1530-46f8-9b41-9408cdad1860,Raymond Townsend,1955-12-20,SG,2,6-3,175,US,UCLA
2726,2e17aac0-0cce-4c25-a7e4-3a877143c314,Raül López,1980-04-15,PG,1,6-1,170,ES,
2727,cc6cbf11-07e3-4dcc-bd99-b0baa9ccf934,Reece Gaines,1981-01-07,PG,2,6-6,205,US,Louisville
2728,d9fde7f2-15fb-4529-b596-7694a35d7e12,Reggie Bullock,1991-03-16,SF,7,6-6,205,US,UNC
2729,02b4b82b-0972-4855-9c8d-9214eba72686,Reggie Carter,1957-10-10,SG,1,6-3,175,US,"Hawaii, St. John's"
2730,bb83bf86-c1cf-4fbe-8187-7530c7555097,Reggie Evans,1980-05-18,PF,12,6-8,245,US,Iowa
2731,f0597ba5-441c-4fe4-a07a-ac4783ba6f47,Reggie Geary,1973-08-31,PG,1,6-2,187,US,Arizona
2732,886435e0-fdc1-4341-b86f-52165121056e,Reggie Hanson,1968-10-06,SF,R,6-8,195,US,Kentucky
2733,ea3bd017-cb51-4a6a-9993-7e4f1b12e412,Reggie Hearn,1991-08-14,SG,R,6-5,210,US,Northwestern
2734,1e65414c-ea9e-4ac1-a9d8-99c5a90191ac,Reggie Jackson,1990-04-16,SG,9,6-2,208,IT,Boston College
2735,1e2be56e-98f9-45df-bf68-94477ff3744e,Reggie Johnson,1957-06-25,PF,3,6-9,205,US,Tennessee
2736,22686754-8d02-4d6b-a69f-ba61ba168dae,Reggie Jordan,1968-01-26,PG,5,6-4,195,US,New Mexico State
2737,b7e7fbd2-9c76-4fef-bb1b-3de7abf98300,Reggie King,1957-02-14,SF,5,6-6,225,US,Alabama
2738,047302a7-6a54-42c8-882c-2bef4e1c34d7,Reggie Lewis,1965-11-21,SG,5,6-7,195,US,Northeastern University
2739,998e7ecb-c7d9-48cf-997c-c2b797f6ed28,Reggie Miller,1965-08-24,SG,17,6-7,185,US,UCLA
2740,a499cbe1-ce14-4c2e-a7c8-e606ae06d243,Reggie Perry,2000-03-21,PF,R,6-8,250,US,Mississippi State
2741,0dd8f394-1b51-4318-927d-8aa1850d63ed,Reggie Slater,1970-08-27,PF,7,6-7,215,US,Wyoming
2742,d72b6fa3-d6a7-4c1c-8fbd-4801a1ba634d,Reggie Smith,1970-08-21,PF,1,6-10,240,US,TCU
2743,963496fa-c417-408c-b73e-e99cc5b9e2be,Reggie Theus,1957-10-13,SG,12,6-7,190,US,UNLV
2744,bb48a2a5-8d94-4c35-b0d5-db4f643d3749,Reggie Williams,1964-03-05,SF,9,6-7,190,US,Georgetown
2745,c3c5e1c0-ec77-4f49-8109-91723d7e6474,Reggie Williams,1986-09-14,SF,6,6-6,205,US,Virginia Military Institute
2746,ed9e1953-e332-4291-a04d-5741c2d4db33,Renaldo Balkman,1984-07-14,SF,5,6-8,208,US,South Carolina
2747,950e432b-3fb4-4760-90a5-0e4e63213d94,Renaldo Major,1982-05-07,PF,R,6-7,200,US,"South Plains College, Fresno State"
2748,ccde23d3-889b-4f40-a0a0-0aa2495ccd42,Rex Chapman,1967-10-05,SG,11,6-4,185,US,Kentucky
2749,bb7b7bc1-76bf-4eef-9329-0b270f2ad8b6,Rex Walters,1970-03-12,PG,6,6-4,190,US,"Northwestern, Kansas"
2750,9cba4efa-7e34-406b-ab29-5f87a6bc7afd,Rich Jones,1946-12-27,SF,7,6-6,220,US,Memphis
2751,3e8b75a6-ae6b-43b5-84fc-367574aa5387,Rich Kelley,1953-03-23,C,10,7-0,235,US,Stanford
2752,c8efb367-d899-4615-9225-93be640d9f58,Rich King,1969-04-04,C,3,7-2,260,US,Nebraska
2753,08fac0f6-0d0a-4380-8ec5-b562596b49af,Rich Laurel,1954-07-11,SG,R,6-6,190,US,Hofstra
2754,9e185697-eb95-4f05-aced-9f8ed1336868,Rich Manning,1970-06-23,PF,1,6-11,253,US,"Syracuse, Washington"
2755,835cf9a1-bcbd-4bc1-a646-7d7440953d38,Rich Yonakor,1958-10-03,PF,R,6-9,220,US,UNC
2756,70e85b7b-6ea1-4bbc-8e3a-dbb799aac177,Richard Anderson,1960-11-19,PF,4,6-10,240,US,UC Santa Barbara
2757,9fec0262-5cd2-41e6-8610-e549c785fa1d,Richard Coffey,1965-09-02,SF,R,6-6,212,US,Minnesota
2758,8d058529-874d-4108-8e1b-a91bfb7bcd20,Richard Dumas,1969-05-19,PF,2,6-7,200,US,Oklahoma State
2759,a039de11-1dad-4235-9d6f-7241b746b383,Richard Hamilton,1978-02-14,SG,13,6-6,185,US,UConn
2760,5e1afbad-5d23-4323-ae6f-c4f6b8fbf97d,Richard Jefferson,1980-06-21,SF,16,6-7,233,US,Arizona
2761,ecfbeda4-0205-4dc8-8f1d-1ed62a788adc,Richard Morton,1966-02-02,PG,R,6-3,190,US,Cal State Fullerton
2762,24a12ea1-fe80-4e48-9b3b-3acde1c0f7c2,Richard Petruška,1969-01-25,C,R,6-10,260,SK,"Loyola Marymount, UCLA"
2763,1ade107a-cb2b-4f8e-b740-75e5439b7f13,Richard Rellford,1964-02-16,SF,R,6-6,230,US,Michigan
2764,dd0cffbe-6724-4d41-8bcb-ad3621a0df78,Richard Washington,1955-07-15,PF,5,6-11,220,US,UCLA
2765,b6b27714-c661-4946-ae5e-0b56071d2d0a,Richaun Holmes,1993-10-15,C,5,6-10,235,US,Bowling Green
2766,cc9c6a20-8a07-4488-b6e4-b360e8dce68d,Richie Frahm,1977-08-14,SG,3,6-5,210,US,Gonzaga
2767,9ad5cd65-5683-4ab1-ab9b-d45a9d70afce,Rick Barry,1944-03-28,SF,13,6-7,205,US,Miami (FL)
2768,562a7284-4408-42c4-9a14-be79b936e9b0,Rick Brunson,1972-06-14,PG,8,6-4,190,US,Temple
2769,f77dfcda-81cb-428f-8cec-0ede096eab5e,Rick Calloway,1966-12-12,SG,R,6-6,180,US,"Indiana, Kansas"
2770,78421456-3336-423c-bf47-2f696c1768df,Rick Carlisle,1959-10-27,SG,4,6-5,210,US,"University of Maine, Virginia"
2771,822f6ca9-094b-495b-8028-909757d72ae3,Rick Fox,1969-07-24,SF,12,6-7,230,CA,UNC
2772,bb76e992-0b7d-4df4-8ac2-ad83d9006687,Rick Hughes,1973-08-22,PF,R,6-9,235,US,Thomas More College
2773,406f1bcc-4b57-4f76-b20d-1cfe9b92746c,Rick Mahorn,1958-09-21,PF,17,6-10,240,US,Hampton
2774,03694164-ccd3-4f87-b32c-1f753ed88ba5,Rick Roberson,1947-07-07,C,6,6-9,231,US,Cincinnati
2775,3464f25d-1ba2-436d-9c2a-9df2dcc7e5d5,Rick Robey,1956-01-30,C,7,6-11,230,US,Kentucky
2776,80eb2644-2657-40b8-9104-a7fee9604d85,Rick Wilson,1956-02-07,SG,1,6-5,200,US,Louisville
2777,bb94a75b-331b-4a7f-ac6a-b1a9ea9cc306,Rickey Brown,1958-08-20,C,4,6-10,215,US,Mississippi State
2778,0daa3abe-db5f-4574-8b2a-3b1fc996be79,Rickey Green,1954-08-18,PG,13,6-0,170,US,"Vincennes University, Michigan"
2779,18878969-3ad4-4178-a9b4-1814b581f87e,Rickey Williams,1957-03-12,SG,R,6-1,175,US,"New Mexico, Cal State Long Beach"
2780,da730327-c4e3-4dbf-a1c6-5c08add8a3db,Rickie Winslow,1964-07-26,SF,R,6-8,225,US,Houston
2781,eff8a93b-6623-4cd2-ba6d-9f9fa711e552,Ricky Berry,1964-10-06,SG,R,6-8,205,US,"Oregon State, San Jose State"
2782,800b139c-41b1-4986-86d9-b2748c05f066,Ricky Blanton,1966-04-21,SF,R,6-7,215,US,LSU
2783,97670caf-6579-4e65-a39a-d2d8f297aaa2,Ricky Davis,1979-09-23,SF,11,6-6,195,US,Iowa
2784,e22b30e4-5ab7-41d6-b042-895397653071,Ricky Grace,1967-08-20,PG,R,6-1,180,US,"Midland College, Oklahoma"
2785,c7ee42e9-8439-4741-bb3d-5ac6e0315415,Ricky Ledo,1992-09-10,SG,1,6-7,195,US,
2786,1f3ebb69-dd92-4496-a43d-4101aff25dad,Ricky Marsh,1954-03-10,SG,R,6-3,200,US,Manhattan College
2787,4a5d5622-4b94-4c4c-9b5f-71b96fd5d7b8,Ricky Pierce,1959-08-19,SG,15,6-4,205,US,Rice University
2788,1fa69396-9b95-45f6-8621-cb7f623c811d,Ricky Rubio,1990-10-21,PG,9,6-2,190,ES,
2789,0e905e3a-ca9c-4eab-9bb5-bc6e6bc2b7c4,Ricky Sobers,1953-01-15,SG,10,6-3,198,US,UNLV
2790,c39fb43c-1862-47f3-b8f2-1c053b3a49a5,Ricky Wilson,1964-07-16,PG,R,6-3,195,US,George Mason
2791,495d5edd-491b-4bd9-b347-fbdd04cb7cb8,Rik Smits,1966-08-23,C,11,7-4,250,NL,Marist College
2792,1d41c4dd-fd97-4ee8-98a1-519ee90475c8,Rob Kurz,1985-03-05,PF,R,6-9,232,US,Notre Dame
2793,3e9ead6b-8cf6-4f86-a32b-36c1b2f03bcf,Rob Lock,1966-05-22,PF,R,6-9,225,US,Kentucky
2794,aef18f29-8b41-4747-8635-a5ea79c2b877,Rob Rose,1964-12-27,SG,R,6-5,180,US,George Mason
2795,242788db-94c7-469c-9f19-872779d4358b,Rob Williams,1961-05-05,PG,1,6-2,175,US,Houston
2796,90b707e5-b965-4e5f-b11d-8b7a7808ab1d,Robbie Hummel,1989-03-08,SF,1,6-8,215,US,Purdue
2797,04702f22-51d6-4777-bd44-cd51ec31221a,Robert Archibald,1980-03-29,C,1,6-11,250,GB,Illinois
2798,aef061c8-dc49-418a-b1da-fdb2933af8ec,Robert Churchwell,1972-02-20,SG,R,6-6,195,US,Georgetown
2799,a6730a2a-2a3a-4ae7-a141-523e67d4e9d6,Robert Covington,1990-12-14,PF,7,6-7,209,US,Tennessee State
2800,16283b3b-e876-4b00-b784-9684f966faaa,Robert Franks,1996-12-18,PF,R,6-7,225,US,Washington State
2801,4bb083b1-4de4-4af0-9bb8-f0fcf5faca36,Robert Hite,1984-01-12,SG,R,6-2,184,US,Miami (FL)
2802,c8e4b06e-31b8-4c30-8c6b-6f949c5aba85,Robert Horry,1970-08-25,PF,15,6-10,240,US,Alabama
2803,5fa52711-fd83-4820-a944-6be542ba0170,Robert Pack,1969-02-03,PG,12,6-2,180,US,USC
2804,270219cd-3c31-4fd7-8f83-4332e076266d,Robert Parish,1953-08-30,C,20,7-1,230,US,Centenary (LA)
2805,903514b3-9577-43f3-9649-6109666c3ecf,Robert Reid,1955-08-30,SF,12,6-8,205,US,St. Mary's University
2806,970dfb38-f5f9-420c-acf4-f6ec7e7543f6,Robert Sacre,1989-06-06,C,3,7-0,270,US,Gonzaga
2807,b32b6446-b193-4dd6-98b6-e65a533d165c,Robert Smith,1955-03-10,PG,6,5-11,165,US,UNLV
2808,62b180c3-56fb-4fc1-a30e-a2c9afa3832f,Robert Swift,1985-12-03,C,3,7-0,245,US,
2809,11177430-7647-4e4f-bf99-9f1eca54bff7,Robert Traylor,1977-02-01,C,6,6-8,284,US,Michigan
2810,d28a5f76-22da-46cd-a468-c7c156e83808,Robert Werdann,1970-09-12,C,2,6-11,250,US,St. John's
2811,e785db09-093b-4fb2-81a6-ca349c8240e0,Robert Whaley,1982-04-16,C,R,6-10,260,US,"Barton County Community College, Cincinnati, Walsh University"
2812,12edc336-dc21-4d6f-8744-374546f35e6b,Robert Williams,1997-10-17,C,2,6-8,237,US,Texas A&M
2813,d17d665e-8a97-4b75-8e35-451891a34ca5,Robert Woodard II,1999-09-22,SF,R,6-6,235,US,Mississippi State
2814,027b6857-88e4-4cfd-b357-ea26b4bf3546,Robin Jones,1954-02-02,C,1,6-9,225,US,Saint Louis
2815,c98429f1-4992-4ec2-bc07-3efd7b3cf329,Robin Lopez,1988-04-01,C,12,7-0,281,US,Stanford
2816,3613021f-8834-43a6-b479-14e3dc08210f,Rock Lee,1955-05-01,C,R,6-10,220,US,"California, San Diego State"
2817,da211dd5-37ec-494f-97a9-630b968f780a,Rod Derline,1952-03-11,SG,1,6-0,175,US,Seattle University
2818,f5afa375-3106-4d8d-92d4-e1f321b93143,Rod Foster,1960-10-10,PG,2,6-1,160,US,UCLA
2819,0e9e3a0b-62c5-4a3e-bd1f-40a4ad262c45,Rod Higgins,1960-01-31,SF,12,6-7,200,US,Fresno State
2820,b4ad7132-8b39-464d-a18e-9f70f5d36951,Rod Strickland,1966-07-11,PG,16,6-3,175,US,DePaul
2821,fd74c780-4644-48ac-9c59-0bd790532fd1,Rodions Kurucs,1998-02-05,SF,2,6-9,228,LV,
2822,2cc3bc90-cd96-4906-8f3a-572f8b94bcfd,Rodney Buford,1977-11-02,SF,4,6-5,189,US,Creighton
2823,e1cfc9cc-898b-43c8-8baa-5824233d067e,Rodney Carney,1984-04-15,SF,4,6-7,205,US,Memphis
2824,55fe0037-e1ad-4b5d-ae39-6de20b53833e,Rodney Hood,1992-10-20,SF,6,6-8,208,US,"Mississippi State, Duke"
2825,02e5436a-76eb-4ec2-8d09-7e83d0f0ea1f,Rodney McCray,1961-08-29,SF,9,6-7,220,US,Louisville
2826,3dec387a-572f-4e38-98bc-9bdffd2ca624,Rodney McGruder,1991-07-29,SG,4,6-4,205,US,Kansas State
2827,8fac593e-614a-40d4-b1ac-fc8adc3fcd4e,Rodney Monroe,1968-04-16,SG,R,6-3,185,US,NC State
2828,acdfc6cc-d583-4a27-9be1-2092dbbb932e,Rodney Purvis,1994-02-14,SG,R,6-4,205,US,UConn
2829,88678d66-8e25-4252-8e48-e679ad45350c,Rodney Rogers,1971-06-20,PF,11,6-7,235,US,Wake Forest
2830,12037b48-dff6-4c81-b95e-1d6ed06c6e6e,Rodney Stuckey,1986-04-21,PG,9,6-5,210,US,Eastern Washington
2831,ace20848-93bd-45df-bafa-9c143a08d41f,Rodney White,1980-06-28,SF,3,6-9,238,US,UNC Charlotte
2832,ae7ab39c-5125-4b00-b426-c3a3d213f3a0,Rodrick Rhodes,1973-09-24,SF,2,6-6,225,US,"Kentucky, USC"
2833,d053c034-c536-4278-ab1c-e4419907d336,Rodrigue Beaubois,1988-02-24,PG,3,6-0,170,GP,
2834,a1573f8e-c3b3-4fdd-beb5-490c4d9a9199,Roger Brown,1950-02-23,C,4,6-11,225,US,Kansas
2835,33b4de5b-2764-415a-b8d2-f78285acae7e,Roger Burkman,1958-05-22,SG,R,6-5,175,US,Louisville
2836,afe1a581-faa7-4c11-bcc8-c894642c33a7,Roger Mason,1980-09-10,SG,9,6-5,200,US,Virginia
2837,1d64ba7b-8997-4f76-888b-a60bbf1cd26e,Roger Phegley,1956-10-16,SG,5,6-6,205,US,Bradley
2838,43d4c016-fa9e-4e9f-8f04-c89380e6b121,Roger Powell,1983-01-15,SF,R,6-6,235,US,Illinois
2839,94a2f598-35c7-439e-85ae-49d24f3dee75,Roko Ukić,1984-05-12,PG,1,6-5,183,HR,
2840,3af459fc-d5bc-4ee0-995b-5ada85e8c151,Rolando Blackman,1959-02-26,SG,12,6-6,190,PA,Kansas State
2841,f2b8a168-9981-4d20-9668-26ca8a09b251,Rolando Ferreira,1964-05-24,C,R,7-1,240,BR,Houston
2842,84e2557b-1a72-4412-aeb1-f8ffbf05747c,Romeo Langford,1999-10-25,SG,1,6-4,216,US,Indiana
2843,b7d5d051-7d22-4037-96bf-9b3c7d915720,Ron Anderson,1958-10-15,SF,9,6-7,215,US,Fresno State
2844,f8d36887-d017-429f-92d9-a3b97d6e891d,Ron Baker,1993-03-30,SG,2,6-4,220,US,Wichita State
2845,e89de342-a9ba-444f-9a4f-2cdf726398a1,Ron Behagen,1951-01-14,PF,5,6-9,185,US,Minnesota
2846,90193465-7a4c-4574-9e23-fef5048d55e8,Ron Boone,1946-09-06,SG,12,6-2,200,US,Idaho State University
2847,f33b2c62-e562-446c-a009-73b3d2bff5ef,Ron Brewer,1955-07-16,SG,7,6-4,180,US,Arkansas
2848,06fc490f-df4a-4487-803f-b3ca1bbb3c82,Ron Carter,1956-08-31,SG,1,6-5,190,US,Virginia Military Institute
2849,e4a24652-024d-4051-a8a3-a781e29cf894,Ron Cavenall,1959-04-30,C,1,7-1,230,US,Texas Southern
2850,37ba9104-ce67-42a5-a837-8a972355a0fd,Ron Crevier,1958-04-14,C,R,7-0,235,CA,Boston College
2851,4219a85b-4a72-4bbd-a0de-5092a6997ba8,Ron Davis,1954-05-01,SF,2,6-6,198,US,Washington State
2852,151fc6e9-fef1-4787-810c-baa864b66f16,Ron Grandison,1964-07-09,PF,3,6-6,215,US,"University of California, Irvine, New Orleans"
2853,4cd49e36-3977-477e-b4e4-688f208c772e,Ron Harper,1964-01-20,PG,14,6-6,185,US,Miami University
2854,633f61ae-e7be-4c44-a4f3-829b038c96e2,Ron Lee,1952-11-02,PG,5,6-4,193,US,Oregon
2855,3715e837-8ad4-4854-ba35-d27ca8d4cc0c,Ron Mercer,1976-05-18,SF,7,6-7,210,US,Kentucky
2856,a90493af-f6ab-497d-970d-75c61f6e725a,Ron Moore,1962-01-16,C,R,7-0,260,US,"Salem University, West Virginia State University"
2857,948a0176-cead-49bb-8759-508fc4f42bb7,Ron Riley,1950-11-11,PF,3,6-8,195,US,USC
2858,074a3f7d-9196-4d55-9d17-1b08b3bceb1d,Ron Rowan,1962-04-23,SG,R,6-5,200,US,"Notre Dame, St. John's"
2859,1fe52187-c842-46df-ab94-18e6b4d5207b,Ron Williams,1944-09-24,PG,7,6-3,188,US,West Virginia
2860,5350dd0a-bfce-4e24-b5d0-f86d83fb4ca2,Ronald Dupree,1981-01-26,SF,5,6-7,209,US,LSU
2861,2e02d295-e1b6-4319-99ec-50d09b8d894e,Ronald Murray,1979-07-29,SG,7,6-4,190,US,"Meridian Community College, Shaw"
2862,97be6085-b669-4628-8519-2c8322755df6,Rondae Hollis-Jefferson,1995-01-03,PF,5,6-6,217,US,Arizona
2863,6e8bb8dd-39b6-4087-9a2f-e2621b121e3c,Ronnie Brewer,1985-03-20,SF,7,6-7,220,US,Arkansas
2864,b3187616-6eb7-40a1-a532-ad10c72de98d,Ronnie Lester,1959-01-01,PG,5,6-2,175,US,Iowa
2865,664bf1b9-f01c-48f7-ac5e-8d565b432b04,Ronnie Murphy,1964-07-29,SF,R,6-5,225,US,Jacksonville University
2866,6488d714-1e35-48e8-ae03-ac807077d1df,Ronnie Price,1983-06-21,PG,11,6-2,190,US,"Nicholls State, Utah Valley"
2867,13af5f14-3c30-4aa9-9512-d08d41e0cb75,Ronnie Valentine,1957-11-27,SF,R,6-7,210,US,Old Dominion
2868,6be19591-3052-4a8d-9643-baa4b0fc7716,Ronny Turiaf,1983-01-13,C,9,6-10,249,MQ,Gonzaga
2869,8f31f9b4-9e81-4706-910c-d22f170d7d32,Rony Seikaly,1965-05-10,C,10,6-11,230,LB,Syracuse
2870,8830f80f-7f04-45e8-9020-d7817bb18785,Rory Sparrow,1958-06-12,PG,11,6-2,175,US,Villanova
2871,b8adeffc-4bc6-41f5-b542-8780b6a335dc,Rory White,1959-08-16,SF,4,6-8,210,US,University of South Alabama
2872,8f40ad91-732e-4519-9ae3-81ee3661b653,Roshown McLeod,1975-11-17,SF,2,6-8,221,US,"St. John's, Duke"
2873,c93d0829-82bd-438b-a92f-1bdf12bb7f35,Rowland Garrett,1950-07-16,SF,4,6-6,210,US,Florida State
2874,4c30d95b-cf94-4772-a4e7-1c8d74250b4f,Roy Hamilton,1957-07-20,PG,1,6-2,180,US,UCLA
2875,d3b14705-2656-4875-b3d1-60004b3b2695,Roy Hibbert,1986-12-11,C,8,7-2,270,US,Georgetown
2876,a7d4a9a7-b36a-4e47-bd36-e85bc1fead88,Roy Hinson,1961-05-02,PF,7,6-9,210,US,Rutgers University
2877,30c79ea8-eedb-43ce-993f-8dcb32135717,Roy Marble,1966-12-13,SF,1,6-6,190,US,Iowa
2878,41820bd1-9637-4430-ab3c-7d8596341759,Roy Rogers,1973-08-19,PF,2,6-10,235,US,Alabama
2879,1b12e2f8-befb-4de5-9ad6-a61ed5b6bcce,Roy Tarpley,1964-11-28,C,5,6-11,230,US,Michigan
2880,aadf04f2-340b-4010-89db-c5896eb294f4,Royal Ivey,1981-12-20,SG,9,6-3,200,US,Texas
2881,b4ffe47c-9ab0-43ff-978e-9017e5837117,Royce O'Neale,1993-06-05,SF,3,6-4,226,US,"Denver, Baylor"
2882,e93943cd-be09-430c-9901-4a168e7a1bfe,Royce White,1991-04-10,PF,R,6-8,270,US,Iowa State
2883,5d646c9d-7fbf-4087-a153-c8551b9cc9ae,Ruben Boumtje-Boumtje,1978-05-20,C,2,7-0,257,CM,Georgetown
2884,18460949-5966-4567-9f1f-8ba3205e6d66,Ruben Nembhard,1972-02-20,SG,R,6-3,208,US,Weber State
2885,b5cda3f2-64ad-4290-baf1-f37765c1c6ed,Ruben Patterson,1975-07-31,SF,9,6-5,224,US,Cincinnati
2886,e278b345-6304-40ed-846d-750e4e14e9e0,Rubén Garcés,1973-10-17,PF,R,6-9,245,PA,Providence
2887,31d29d5c-a1fb-4b29-b559-1e33b6a67476,Rubén Wolkowyski,1973-09-30,PF,1,6-10,270,AR,
2888,0ca1ff2e-5795-4bfd-8b96-f349781e32c0,Rudy Fernández,1985-04-04,SG,3,6-6,185,ES,
2889,68dd41a6-8a47-45e8-b2a4-be5bba1ec5ad,Rudy Gay,1986-08-17,PF,14,6-8,250,US,UConn
2890,230f9c96-6738-419f-b4e7-53e6bd74123b,Rudy Gobert,1992-06-26,C,7,7-1,258,FR,
2891,73e45ef4-ea46-489f-a252-6e2e3e5c8116,Rudy Hackett,1953-05-10,PF,1,6-9,210,US,Syracuse
2892,4f13ec2f-8742-48a5-b1a8-368e1648197f,Rudy Macklin,1958-02-19,SF,2,6-7,205,US,LSU
2893,e274ec44-79c1-4b38-97d5-08636bbb15f2,Rudy Tomjanovich,1948-11-24,PF,10,6-8,218,US,Michigan
2894,f4b9dbe7-41e3-4802-9db8-52641724ad17,Rudy White,1953-06-23,SG,4,6-2,195,US,Arizona State
2895,cd284647-4b56-47c5-9f85-e8fc289a3d29,Rui Hachimura,1998-02-08,PF,1,6-8,230,JP,Gonzaga
2896,546bace3-9a8d-4c3b-a75a-852db41efe27,Rumeal Robinson,1966-11-13,PG,5,6-2,195,JM,Michigan
2897,65eb250f-cb5a-4de4-9c90-21659228b904,Russ Schoene,1960-04-16,PF,3,6-10,210,US,Chattanooga
2898,18aaa057-70e1-4a02-a7ac-9bcec6d6d41f,Russ Smith,1991-04-19,PG,1,6-0,165,US,Louisville
2899,ad484621-b427-42b7-bbd0-693aab37cc58,Russell Cross,1961-09-05,C,R,6-10,215,US,Purdue
2900,9c1f6d97-76e5-41b0-be57-8ca0bbca41c8,Russell Westbrook,1988-11-12,PG,12,6-3,200,US,UCLA
2901,503782aa-bc49-497e-acdd-0ac163f4c92d,Rusty LaRue,1973-12-10,PG,4,6-2,210,US,Wake Forest
2902,a08cd27c-b6b1-44d9-8872-ad44b6b73638,Ryan Anderson,1988-05-06,C,11,6-9,240,US,California
2903,fac1dfe3-dbb4-4c0a-a505-6befa36a2910,Ryan Arcidiacono,1994-03-26,PG,3,6-3,195,US,Villanova
2904,902680f3-d0e0-4bd2-966d-56895189c1fb,Ryan Bowen,1975-11-20,SF,9,6-7,215,US,Iowa
2905,e1e08b6c-73b0-4001-9358-ad0e78c82e9f,Ryan Broekhoff,1990-08-23,SF,1,6-6,215,AU,Valparaiso
2906,824acd5b-f52d-4860-be3e-03f1c0784a0a,Ryan Gomes,1982-09-01,SF,7,6-7,250,US,Providence
2907,3c3142e0-7a52-42e1-989a-1713413491df,Ryan Hollins,1984-10-10,C,9,7-0,240,US,UCLA
2908,2bf2a063-d3db-4141-aa7c-9b53063c836d,Ryan Humphrey,1979-07-24,SF,2,6-8,235,US,"Oklahoma, Notre Dame"
2909,59df57ef-5cd5-4163-bc4c-381772d71290,Ryan Kelly,1991-04-09,PF,3,6-11,230,US,Duke
2910,d8eb90e7-a230-4b6d-a202-4ee441f856c9,Ryan Lorthridge,1972-07-27,SG,R,6-4,190,US,Jackson State University
2911,8436dc20-2004-44eb-88dd-252f4178cf66,Ryan Reid,1986-10-30,PF,R,6-8,232,US,Florida State
2912,e2f4d484-e253-48be-afa2-2fbb3ea30922,Ryan Robertson,1976-10-02,SG,R,6-5,190,US,Kansas
2913,9d7a77df-3417-4992-8497-477040416768,Ryan Stack,1975-07-24,PF,1,6-11,215,US,South Carolina
2914,fdac4841-0c6d-49ea-8678-f92e0e2e2613,Saben Lee,1999-06-23,PG,R,6-2,183,US,Vanderbilt
2915,3011feeb-23a7-49f3-82f2-62cda6e102e9,Saddiq Bey,1999-04-09,SF,R,6-7,215,US,Villanova
2916,a2bee4bb-81fa-41fc-b69a-f363e2db1db7,Salah Mejri,1986-06-15,C,3,7-2,235,TN,
2917,99c552db-c68c-4c8d-8108-30a0fce0b4f2,Salim Stoudamire,1982-10-11,PG,2,6-1,179,US,Arizona
2918,2e055fbb-fda2-4949-972d-90ec3a533060,Sam Bowie,1961-03-17,C,9,7-1,235,US,Kentucky
2919,67a368da-61c8-442a-ac70-433cc94ac2ca,Sam Cassell,1969-11-18,PG,14,6-3,185,US,Florida State
2920,2932be33-1c50-4446-b869-b07d084e3208,Sam Dekker,1994-05-06,PF,3,6-9,230,US,Wisconsin
2921,ea7971d9-ad26-475d-86d5-8d63d7c2aa9d,Sam Jacobson,1975-07-22,PG,2,6-4,215,US,Minnesota
2922,0f6abd9a-43a9-499e-b9d4-87f6011b8491,Sam Lacey,1948-03-28,C,12,6-10,235,US,New Mexico State
2923,7a703039-f925-4aa2-bdc9-257933d265de,Sam Mack,1970-05-26,SF,6,6-7,220,US,"Iowa State, Tyler Junior College, Houston"
2924,d2100eb6-a414-4a38-98b1-18c27a4de30d,Sam Merrill,1996-05-15,SG,R,6-4,205,US,Utah State University
2925,022f5b78-cff9-4c08-afe4-7ec7a62b44a1,Sam Mitchell,1963-09-02,SF,12,6-6,210,US,Mercer University
2926,69365b13-f332-409d-8d77-2cb5e0a15f30,Sam Pellom,1951-10-02,PF,3,6-9,225,US,Buffalo
